route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,18,1_102_18_54000,,Tolosa,1,,shp_1_102,0,0
22,22,22_2202_22_38700,,Zizurkil,1,,shp_22_2202,0,0
26,3,26_2601_3_60600,,Baliarrain,1,,shp_26_2601,0,0
23,21,23_2302_21_27000,,Andoain,0,,shp_23_2302,0,0
2,12,2_202_12_58800,,Tolosa,1,,shp_2_202,0,0
5,3,5_502_3_62700,,Tolosa,1,,shp_5_502,0,0
21,12,21_2102_12_57300,,Tolosa,1,,shp_21_2102,0,0
26,21,26_2601_21_74700,,Baliarrain,1,,shp_26_2601,0,0
27,3,27_2702_3_58500,,Villabona,1,,shp_27_2702,0,0
1,22,1_101_22_36300,,Abaltziske,0,,shp_1_101,0,0
7,21,7_701_21_36600,,Asteasu,0,,shp_7_701,0,0
8,3,8_802_3_65100,,Larraul,1,,shp_8_802,0,0
41,3,41_4102_3_5100,,Tolosa,1,,shp_41_4102,0,0
7,21,7_702_21_45000,,Tolosa,1,,shp_7_702,0,0
7,18,7_702_18_30000,,Tolosa,1,,shp_7_702,0,0
25,2,25_2501_2_45000,,Altzo,0,,shp_25_2501,0,0
23,18,23_2301_18_31800,,Aduna,1,,shp_23_2301,0,0
26,12,26_2602_12_75300,,Alegia,0,,shp_26_2602,0,0
8,11,8_801_11_42600,,Aduna,0,,shp_8_801,0,0
26,22,26_2601_22_25500,,Baliarrain,1,,shp_26_2601,0,0
3,22,3_301_22_37800,,Orexa,0,,shp_3_301,0,0
29,11,29_2901_11_49200,,Ibarra,0,,shp_29_2901,0,0
7,22,7_703_22_59400,,Asteasu,0,,shp_7_703,0,0
22,22,22_2201_22_25500,,Villabona,0,,shp_22_2201,0,0
2,2,2_202_2_44400,,Tolosa,1,,shp_2_202,0,0
2,21,2_204_21_30000,,Tolo-sluzi,1,,shp_2_204,0,0
20,18,20_2001_18_64800,,Alkiza,0,,shp_20_2001,0,0
24,2,24_2401_2_43800,,Abaltziske,1,,shp_24_2401,0,0
23,3,23_2301_3_67800,,Aduna,1,,shp_23_2301,0,0
3,22,3_301_22_75600,,Orexa,0,,shp_3_301,0,0
28,18,28_2801_18_44400,,Tol-bedaio,0,,shp_28_2801,0,0
28,18,28_2802_18_75300,,Amez-ugart,1,,shp_28_2802,0,0
24,11,24_2402_11_75000,,Alegia,0,,shp_24_2402,0,0
1,22,1_101_22_24000,,Abaltziske,0,,shp_1_101,0,0
20,18,20_2001_18_52200,,Alkiza,0,,shp_20_2001,0,0
25,11,25_2502_11_30600,,Alegia,1,,shp_25_2502,0,0
26,2,26_2602_2_46800,,Alegia,0,,shp_26_2602,0,0
7,3,7_701_3_68400,,Asteasu,0,,shp_7_701,0,0
2,22,2_202_22_71400,,Tolosa,1,,shp_2_202,0,0
2,22,2_201_22_70200,,Berastegi,0,,shp_2_201,0,0
28,22,28_2802_22_28800,,Amez-ugart,1,,shp_28_2802,0,0
2,18,2_202_18_36000,,Tolosa,1,,shp_2_202,0,0
3,18,3_302_18_74100,,Tolosa,1,,shp_3_302,0,0
8,3,8_801_3_48000,,Aduna,0,,shp_8_801,0,0
4,10,4_401_10_70200,,Gaztelu,0,,shp_4_401,0,0
22,2,22_2202_2_51000,,Zizurkil,1,,shp_22_2202,0,0
25,18,25_2502_18_67500,,Alegia,1,,shp_25_2502,0,0
4,22,4_401_22_43200,,Gaztelu,0,,shp_4_401,0,0
2,21,2_201_21_25200,,Berastegi,0,,shp_2_201,0,0
4,2,4_402_2_33600,,Tolosa,1,,shp_4_402,0,0
24,18,24_2402_18_75000,,Alegia,0,,shp_24_2402,0,0
24,10,24_2401_10_29100,,Abaltziske,1,,shp_24_2401,0,0
41,12,41_4102_12_5100,,Tolosa,1,,shp_41_4102,0,0
8,22,8_801_22_66300,,Aduna,0,,shp_8_801,0,0
20,11,20_2002_11_45000,,Tolosa,1,,shp_20_2002,0,0
8,21,8_802_21_30600,,Larraul,1,,shp_8_802,0,0
3,22,3_301_22_67800,,Orexa,0,,shp_3_301,0,0
42,11,42_4202_11_7500,,Tolosa,1,,shp_42_4202,0,0
25,11,25_2502_11_75900,,Alegia,1,,shp_25_2502,0,0
1,3,1_102_3_59100,,Tolosa,1,,shp_1_102,0,0
5,18,5_501_18_68400,,Bidania,0,,shp_5_501,0,0
24,10,24_2401_10_32700,,Abaltziske,1,,shp_24_2401,0,0
1,21,1_102_21_33600,,Tolosa,1,,shp_1_102,0,0
24,11,24_2402_11_29700,,Alegia,0,,shp_24_2402,0,0
8,12,8_801_12_32400,,Aduna,0,,shp_8_801,0,0
20,2,20_2002_2_66000,,Tolosa,1,,shp_20_2002,0,0
24,21,24_2401_21_28200,,Abaltziske,1,,shp_24_2401,0,0
21,12,21_2101_12_56700,,Hernialde,0,,shp_21_2101,0,0
29,12,29_2901_12_36300,,Ibarra,0,,shp_29_2901,0,0
26,10,26_2602_10_61200,,Alegia,0,,shp_26_2602,0,0
7,2,7_701_2_64800,,Asteasu,0,,shp_7_701,0,0
26,22,26_2602_22_26100,,Alegia,0,,shp_26_2602,0,0
1,11,1_101_11_78000,,Abaltziske,0,,shp_1_101,0,0
7,21,7_706_21_75900,,Tolosa,1,,shp_7_706,0,0
21,12,21_2102_12_49500,,Tolosa,1,,shp_21_2102,0,0
29,2,29_2902_2_48300,,Ibar-izask,1,,shp_29_2902,0,0
23,21,23_2302_21_32400,,Andoain,0,,shp_23_2302,0,0
21,12,21_2101_12_48900,,Hernialde,0,,shp_21_2101,0,0
1,3,1_102_3_79500,,Tolosa,1,,shp_1_102,0,0
20,11,20_2001_11_60300,,Alkiza,0,,shp_20_2001,0,0
7,21,7_701_21_28800,,Asteasu,0,,shp_7_701,0,0
2,3,2_201_3_34800,,Berastegi,0,,shp_2_201,0,0
3,12,3_302_12_76800,,Tolosa,1,,shp_3_302,0,0
24,22,24_2402_22_48900,,Alegia,0,,shp_24_2402,0,0
5,12,5_502_12_62700,,Tolosa,1,,shp_5_502,0,0
24,22,24_2402_22_28800,,Alegia,0,,shp_24_2402,0,0
28,21,28_2801_21_28200,,Tol-bedaio,0,,shp_28_2801,0,0
8,21,8_802_21_39600,,Larraul,1,,shp_8_802,0,0
3,2,3_302_2_74100,,Tolosa,1,,shp_3_302,0,0
24,18,24_2401_18_74400,,Abaltziske,1,,shp_24_2401,0,0
7,21,7_703_21_55800,,Asteasu,0,,shp_7_703,0,0
4,21,4_402_21_54000,,Tolosa,1,,shp_4_402,0,0
27,2,27_2701_2_70800,,Alkiza,0,,shp_27_2701,0,0
8,18,8_801_18_59100,,Aduna,0,,shp_8_801,0,0
1,22,1_101_22_69000,,Abaltziske,0,,shp_1_101,0,0
23,18,23_2301_18_64200,,Aduna,1,,shp_23_2301,0,0
23,2,23_2301_2_51600,,Aduna,1,,shp_23_2301,0,0
21,22,21_2101_22_26100,,Hernialde,0,,shp_21_2101,0,0
5,10,5_501_10_72000,,Bidania,0,,shp_5_501,0,0
7,10,7_702_10_70200,,Tolosa,1,,shp_7_702,0,0
21,3,21_2101_3_48900,,Hernialde,0,,shp_21_2101,0,0
24,12,24_2401_12_29100,,Abaltziske,1,,shp_24_2401,0,0
2,21,2_203_21_52200,,Berastegi,0,,shp_2_203,0,0
7,22,7_702_22_38400,,Tolosa,1,,shp_7_702,0,0
5,10,5_502_10_62700,,Tolosa,1,,shp_5_502,0,0
22,2,22_2202_2_60900,,Zizurkil,1,,shp_22_2202,0,0
23,11,23_2302_11_32400,,Andoain,0,,shp_23_2302,0,0
21,2,21_2102_2_67800,,Tolosa,1,,shp_21_2102,0,0
29,12,29_2901_12_61500,,Ibarra,0,,shp_29_2901,0,0
26,21,26_2601_21_66600,,Baliarrain,1,,shp_26_2601,0,0
5,21,5_501_21_32400,,Bidania,0,,shp_5_501,0,0
1,12,1_101_12_27000,,Abaltziske,0,,shp_1_101,0,0
7,18,7_702_18_52200,,Tolosa,1,,shp_7_702,0,0
2,3,2_201_3_48600,,Berastegi,0,,shp_2_201,0,0
24,11,24_2401_11_74400,,Abaltziske,1,,shp_24_2401,0,0
1,2,1_102_2_33900,,Tolosa,1,,shp_1_102,0,0
42,3,42_4202_3_2100,,Tolosa,1,,shp_42_4202,0,0
8,21,8_802_21_47100,,Larraul,1,,shp_8_802,0,0
8,2,8_801_2_36000,,Aduna,0,,shp_8_801,0,0
23,18,23_2302_18_32400,,Andoain,0,,shp_23_2302,0,0
26,22,26_2602_22_57300,,Alegia,0,,shp_26_2602,0,0
